Date,close,Open,High,Low,Volume
19-08-2022,157.75,161.05,161.65,157.15,9599472.00
22-08-2022,156.50,157.30,158.95,156.00,11400211.00
23-08-2022,158.65,156.45,159.20,155.65,14362373.00
24-08-2022,160.80,158.90,163.00,158.00,20602844.00
25-08-2022,158.90,161.35,161.95,158.45,12889454.00
26-08-2022,163.40,159.00,164.70,158.90,30724938.00
29-08-2022,160.95,161.80,163.40,160.70,10928330.00
30-08-2022,164.00,161.80,165.45,161.55,24663153.00
01-09-2022,160.70,161.50,164.25,160.30,14554158.00
02-09-2022,161.80,163.00,166.40,161.25,25106698.00
05-09-2022,164.50,162.60,165.10,162.20,15226001.00
06-09-2022,168.45,165.80,168.85,164.80,27866331.00
07-09-2022,167.30,168.50,170.15,166.65,19415892.00
08-09-2022,166.80,168.00,169.20,165.95,11595205.00
09-09-2022,166.60,167.65,169.35,165.95,16415150.00
12-09-2022,166.40,167.45,168.10,165.50,15469466.00
13-09-2022,167.40,166.95,168.95,165.65,15644741.00
14-09-2022,172.35,165.00,173.05,165.00,38751148.00
15-09-2022,175.10,174.40,176.15,172.65,29483891.00
16-09-2022,172.80,173.95,174.70,171.30,26126152.00
19-09-2022,171.00,173.50,174.10,170.55,13304030.00
20-09-2022,171.90,171.90,173.15,170.90,15395199.00
21-09-2022,168.60,171.00,172.05,168.15,7370283.00
22-09-2022,168.65,167.00,169.65,166.85,7447846.00
23-09-2022,163.95,167.15,168.50,162.65,12264388.00
26-09-2022,158.60,162.45,163.85,156.60,21951865.00
27-09-2022,159.00,159.40,161.65,157.50,8367800.00
28-09-2022,157.95,157.80,159.45,155.00,14261815.00
29-09-2022,159.55,158.75,161.70,158.00,17623352.00
30-09-2022,159.65,160.00,161.55,157.40,12015533.00
03-10-2022,160.35,159.85,164.10,158.95,10528629.00
04-10-2022,162.55,161.95,164.00,161.35,9013773.00
06-10-2022,162.90,164.25,165.10,162.40,6456408.00
07-10-2022,164.30,163.10,164.85,161.35,8825983.00
10-10-2022,163.95,162.70,165.60,161.85,10484521.00
11-10-2022,161.05,164.40,164.40,160.30,13805741.00
12-10-2022,165.00,161.90,165.30,161.15,12496248.00
13-10-2022,164.75,164.85,166.80,164.25,9447511.00
14-10-2022,165.10,166.25,167.50,164.85,9588164.00
17-10-2022,168.45,165.10,169.05,164.00,13426449.00
18-10-2022,166.95,168.95,169.45,166.40,20635735.00
19-10-2022,164.05,166.50,168.10,163.85,6947654.00
20-10-2022,166.95,164.00,167.90,161.50,12020720.00
21-10-2022,165.05,167.50,168.45,164.50,7414335.00
24-10-2022,166.95,166.95,167.95,166.25,685185.00
25-10-2022,169.35,167.45,169.70,165.45,8131380.00
27-10-2022,170.65,169.90,171.50,167.55,16225577.00
28-10-2022,174.05,170.65,174.70,169.90,16185760.00
31-10-2022,173.10,169.90,174.00,169.05,24233760.00
01-11-2022,181.80,174.00,182.95,173.50,41101936.00
02-11-2022,180.95,181.90,182.70,180.00,22146420.00
03-11-2022,178.15,179.35,181.85,177.25,16719953.00
04-11-2022,176.95,179.05,179.50,176.35,14881752.00
07-11-2022,175.85,177.85,179.50,174.85,12799401.00
09-11-2022,173.40,177.75,177.75,172.25,14929008.00
10-11-2022,172.10,173.50,174.20,170.55,10668583.00
11-11-2022,171.45,173.00,173.60,169.65,16963169.00
14-11-2022,171.45,172.35,173.40,171.10,10224241.00
15-11-2022,172.10,172.30,174.15,171.40,13899999.00
16-11-2022,169.95,172.10,172.95,169.15,9781274.00
17-11-2022,168.30,169.95,170.80,167.50,12778124.00
18-11-2022,165.85,168.55,169.05,165.10,11134908.00
21-11-2022,164.40,165.00,166.20,164.15,12788632.00
22-11-2022,167.05,165.25,167.50,164.85,15198091.00
23-11-2022,168.05,167.85,168.25,166.25,12004998.00
24-11-2022,169.50,168.70,170.00,167.60,10986350.00
25-11-2022,169.75,170.25,171.25,168.60,12358833.00
02-12-2022,172.15,172.40,172.85,171.15,6376672.00
05-12-2022,175.15,173.05,175.65,171.40,9861212.00
06-12-2022,175.20,175.60,176.00,173.85,7008295.00
07-12-2022,171.85,174.10,175.00,171.30,7718718.00
08-12-2022,170.35,171.85,172.45,170.00,4225180.00
09-12-2022,169.50,171.20,171.75,168.00,6174919.00
12-12-2022,168.90,170.00,170.00,167.55,7153044.00
13-12-2022,169.20,169.75,170.00,168.05,5166993.00
14-12-2022,171.60,169.95,173.70,169.45,8562333.00
15-12-2022,172.10,172.00,174.05,171.70,10644546.00
19-12-2022,171.80,169.80,172.25,169.50,7706855.00
20-12-2022,169.75,171.15,171.45,168.55,7387632.00
21-12-2022,167.95,170.00,171.05,166.60,8454254.00
23-12-2022,163.00,164.30,166.35,162.35,5313321.00
27-12-2022,165.20,167.00,168.20,164.55,9244387.00
28-12-2022,165.85,165.00,167.60,164.80,9652984.00
29-12-2022,166.75,165.00,167.40,164.00,19571340.00
02-01-2023,168.00,167.05,168.55,166.40,7322962.00
03-01-2023,167.60,168.00,169.20,166.80,9629995.00
04-01-2023,166.60,167.85,168.50,164.70,11995082.00
05-01-2023,169.90,168.00,170.35,167.15,18887530.00
06-01-2023,169.00,170.45,172.15,168.55,13216749.00
10-01-2023,167.95,170.40,170.70,167.15,7557693.00
11-01-2023,166.05,168.45,168.80,165.50,8463293.00
12-01-2023,165.95,166.90,167.20,165.55,7628932.00
13-01-2023,167.80,166.20,168.15,165.50,5090393.00
16-01-2023,165.95,168.65,168.65,164.65,10321015.00
17-01-2023,167.70,166.60,168.20,165.80,13015434.00
18-01-2023,169.45,167.50,169.70,167.10,5536057.00
19-01-2023,168.70,170.40,170.40,167.30,6812613.00
20-01-2023,168.70,169.90,169.90,167.65,8545359.00
23-01-2023,166.85,169.40,169.50,166.00,7787735.00
24-01-2023,166.05,167.20,167.55,165.40,7033092.00
25-01-2023,165.90,166.00,166.60,164.40,9257370.00
27-01-2023,166.30,166.25,167.05,164.00,13756671.00
30-01-2023,168.85,167.60,172.25,167.10,30768122.00
31-01-2023,171.15,169.85,172.65,167.35,24990701.00
01-02-2023,170.00,172.25,173.80,167.20,13878016.00
02-02-2023,166.90,170.00,170.85,165.50,19898080.00
03-02-2023,165.55,164.50,166.45,162.55,11730514.00
06-02-2023,166.05,164.50,166.85,164.05,7588936.00
07-02-2023,165.25,166.50,167.70,164.30,8699758.00
08-02-2023,165.50,165.60,165.75,164.10,8839686.00
09-02-2023,166.00,165.95,166.65,164.65,5507650.00
10-02-2023,165.00,165.10,165.80,164.10,9468345.00
13-02-2023,167.85,165.10,168.20,164.80,9829152.00
14-02-2023,166.05,168.50,168.50,164.85,12916373.00
16-02-2023,167.40,166.00,167.70,165.60,7923121.00
17-02-2023,168.05,167.00,169.65,166.45,10182025.00
20-02-2023,167.90,167.70,170.00,167.25,6679716.00
21-02-2023,173.25,169.05,174.25,169.05,26883881.00
22-02-2023,170.50,172.95,173.20,168.50,12225021.00
23-02-2023,169.60,170.95,171.65,169.00,11184381.00
24-02-2023,171.00,170.25,171.20,169.40,8338893.00
27-02-2023,172.40,171.15,173.50,170.50,17669762.00
28-02-2023,170.50,172.80,173.00,169.85,19044910.00
01-03-2023,172.25,170.95,173.05,169.95,9318790.00
02-03-2023,170.80,172.20,172.20,170.25,7725981.00
03-03-2023,172.60,172.00,175.00,171.50,12962719.00
08-03-2023,178.85,175.70,179.15,175.45,22099710.00
10-03-2023,180.75,178.00,181.00,177.80,12399692.00
13-03-2023,179.70,181.30,181.55,179.45,13669178.00
14-03-2023,177.90,178.65,181.00,177.20,9217542.00
15-03-2023,178.20,179.45,179.55,177.75,8548173.00
16-03-2023,179.60,178.20,180.00,176.95,9405016.00
17-03-2023,176.95,181.70,181.70,175.90,47276890.00
20-03-2023,176.00,177.55,177.55,174.95,5627841.00
21-03-2023,177.10,176.85,177.55,175.30,12894327.00
22-03-2023,174.35,177.80,177.80,173.80,7893205.00
23-03-2023,174.60,174.05,175.85,173.70,5759884.00
24-03-2023,172.70,175.20,175.20,172.35,4977283.00
27-03-2023,171.25,172.65,173.95,170.70,12077986.00
28-03-2023,172.00,171.35,173.00,170.50,8750986.00
29-03-2023,174.00,172.65,175.40,171.70,20272070.00
31-03-2023,175.10,174.80,177.25,174.60,8125121.00
03-04-2023,177.80,175.60,178.10,175.45,9098662.00
05-04-2023,175.90,178.30,178.30,175.15,10829323.00
06-04-2023,175.20,176.40,176.60,174.85,7159274.00
10-04-2023,177.60,175.85,178.00,175.20,10968456.00
12-04-2023,175.80,178.00,178.30,175.30,7591360.00
13-04-2023,173.05,176.00,176.10,172.30,9944382.00
17-04-2023,169.60,172.35,173.95,169.25,17401126.00
18-04-2023,170.10,170.00,170.75,169.00,16199789.00
19-04-2023,167.10,168.75,169.95,166.80,16314641.00
20-04-2023,169.70,167.10,170.20,166.80,15498083.00
21-04-2023,169.70,169.65,169.95,168.40,6672391.00
24-04-2023,170.95,168.50,171.25,168.20,8088991.00
25-04-2023,171.10,171.30,172.45,170.35,9175412.00
26-04-2023,169.85,171.10,171.70,169.50,9032416.00
27-04-2023,170.95,170.00,171.35,168.80,9054900.00
28-04-2023,172.00,171.90,172.50,169.60,21552892.00
02-05-2023,175.60,172.65,176.00,172.55,8893428.00
03-05-2023,176.35,175.60,178.65,175.10,11194149.00
04-05-2023,176.35,176.45,177.45,174.80,4671155.00
05-05-2023,174.25,176.35,176.40,173.00,5958697.00
08-05-2023,177.05,174.80,177.55,174.50,6287186.00
09-05-2023,176.00,177.20,178.65,175.20,7918748.00
10-05-2023,177.05,176.00,177.35,174.95,6231734.00
11-05-2023,179.55,177.60,180.00,176.95,12125975.00
12-05-2023,174.95,179.10,179.25,174.50,8920297.00
15-05-2023,175.95,174.00,176.75,173.85,7980565.00
16-05-2023,177.45,176.90,178.00,175.50,7874923.00
17-05-2023,176.00,177.45,177.85,175.05,6639494.00
18-05-2023,175.10,177.00,177.70,174.65,6921939.00
19-05-2023,173.30,175.00,175.35,172.95,6657753.00
22-05-2023,174.10,173.30,177.05,173.15,13339834.00
23-05-2023,174.15,174.95,175.65,172.80,8359389.00
24-05-2023,174.95,174.00,175.30,173.45,8507023.00
25-05-2023,174.50,174.95,175.55,173.40,7986243.00
26-05-2023,174.50,175.00,177.25,174.10,6926193.00
29-05-2023,176.30,174.95,177.80,174.80,9943211.00
30-05-2023,176.80,177.00,178.00,175.60,9727639.00
31-05-2023,173.85,177.00,177.00,171.95,41785992.00
01-06-2023,174.40,173.60,174.70,171.85,11602551.00
02-06-2023,174.55,175.90,175.90,173.40,7262018.00
05-06-2023,174.10,175.80,176.20,173.55,12239684.00
06-06-2023,175.40,174.50,175.75,173.55,4889564.00
08-06-2023,182.05,178.75,184.35,178.10,27382635.00
09-06-2023,182.80,184.00,184.25,180.55,10235269.00
12-06-2023,185.70,182.80,186.45,182.65,17450400.00
13-06-2023,185.35,186.00,186.65,185.00,8332566.00
14-06-2023,187.20,185.35,188.40,185.35,15061573.00
15-06-2023,186.70,187.00,187.30,185.35,9840499.00
16-06-2023,188.20,186.90,188.70,186.05,8562558.00
19-06-2023,185.85,188.20,188.20,185.20,5363723.00
20-06-2023,187.50,186.00,188.00,184.55,6035600.00
21-06-2023,187.50,187.50,188.70,186.50,5906854.00
23-06-2023,186.70,184.55,187.50,183.75,15255365.00
26-06-2023,184.90,187.40,187.40,184.45,7231775.00
27-06-2023,186.05,184.90,186.95,184.80,6787438.00
28-06-2023,189.10,186.05,190.60,185.30,32476741.00
30-06-2023,189.15,188.10,191.65,188.00,9579059.00
03-07-2023,191.25,190.00,192.60,188.70,7352149.00
04-07-2023,194.05,191.10,194.80,189.00,13258826.00
05-07-2023,193.40,194.00,194.75,192.35,6558910.00
06-07-2023,196.75,193.50,197.15,192.75,16276609.00
07-07-2023,192.60,196.75,197.75,192.15,12652336.00
10-07-2023,191.55,192.65,193.35,189.80,10238356.00
11-07-2023,192.40,192.65,192.95,190.80,11236383.00
12-07-2023,190.80,193.75,194.75,190.25,9191559.00
13-07-2023,187.90,191.80,191.80,186.95,10612659.00
14-07-2023,187.45,187.95,188.35,184.75,12369394.00
17-07-2023,186.50,188.45,188.95,185.80,9058800.00
18-07-2023,187.35,187.00,189.15,186.30,7177677.00
19-07-2023,192.55,191.00,196.60,190.20,31761232.00
20-07-2023,192.90,192.70,194.25,191.85,8936996.00
21-07-2023,195.10,192.80,196.35,192.10,11031250.00
24-07-2023,195.90,195.50,197.00,192.95,9981788.00
25-07-2023,200.65,196.50,201.35,195.90,18028061.00
26-07-2023,201.60,201.50,202.15,200.00,13857423.00
27-07-2023,201.95,201.75,203.00,200.60,16013422.00
28-07-2023,210.00,201.85,210.45,199.50,39630520.00
31-07-2023,218.35,212.20,218.95,209.65,43494779.00
01-08-2023,225.15,219.55,226.65,218.85,63510580.00
02-08-2023,219.10,225.05,225.15,216.85,22647784.00
03-08-2023,220.10,219.10,223.60,217.95,29868065.00
04-08-2023,217.95,221.70,222.20,217.60,12879897.00
07-08-2023,217.95,219.70,221.35,217.65,12929354.00
08-08-2023,217.55,220.30,220.40,214.00,15314866.00
09-08-2023,218.70,218.45,219.70,216.45,12554174.00
10-08-2023,217.40,219.20,220.85,216.50,10970619.00
11-08-2023,213.00,214.90,216.50,212.65,7970536.00
14-08-2023,213.00,213.30,214.00,211.80,9283695.00
17-08-2023,215.75,219.45,219.80,215.15,11865239.00
18-08-2023,215.15,215.80,216.65,213.30,14101163.00
21-08-2023,218.80,217.20,219.55,215.70,13336739.00
22-08-2023,221.70,219.25,222.30,218.85,16930149.00
23-08-2023,221.70,222.90,222.90,221.05,13507905.00
24-08-2023,220.85,222.00,222.40,219.65,11182959.00
28-08-2023,218.70,217.90,219.30,217.20,4851793.00
29-08-2023,221.10,219.20,221.75,218.25,8799235.00
30-08-2023,220.40,222.00,222.00,219.75,5490930.00
31-08-2023,220.30,221.65,221.65,218.75,18532999.00
01-09-2023,230.70,217.85,231.65,216.15,29859815.00
04-09-2023,235.80,233.70,236.50,230.50,21895573.00
05-09-2023,234.60,236.90,236.90,231.70,13952922.00
06-09-2023,231.90,235.50,235.85,228.40,14623019.00
07-09-2023,234.10,233.00,238.00,229.35,30334731.00
08-09-2023,240.25,236.00,243.60,235.00,28856420.00
11-09-2023,243.10,243.60,243.90,238.15,22493483.00
12-09-2023,235.10,244.20,244.95,234.10,21174310.00
13-09-2023,237.15,236.10,238.45,233.15,9151928.00
14-09-2023,237.95,237.95,239.20,235.95,7568464.00
15-09-2023,236.20,235.60,239.30,235.60,14098284.00
18-09-2023,241.20,237.00,242.15,236.05,11163399.00
20-09-2023,241.75,241.50,246.00,240.35,18936709.00
21-09-2023,238.95,240.05,242.90,237.10,10134737.00
22-09-2023,237.95,238.60,239.30,236.00,7209300.00
25-09-2023,239.65,239.15,240.25,237.15,8027642.00
26-09-2023,240.20,239.75,243.20,239.05,10681642.00
27-09-2023,239.30,239.90,240.50,237.85,9679279.00
28-09-2023,237.05,239.60,241.20,235.65,32887087.00
29-09-2023,245.55,239.55,251.50,239.50,35038887.00
03-10-2023,241.20,244.35,246.70,240.55,14885044.00
04-10-2023,235.15,241.00,241.00,231.50,25424437.00
05-10-2023,233.85,237.25,237.40,232.05,22472389.00
06-10-2023,235.55,234.25,237.50,233.65,8825123.00
09-10-2023,234.70,233.85,236.30,230.50,10659145.00
10-10-2023,235.90,234.90,236.85,233.75,11665907.00
11-10-2023,238.70,236.25,239.70,236.00,14313043.00
12-10-2023,241.60,238.95,242.75,238.60,13170027.00
13-10-2023,242.05,240.55,243.80,239.60,11880728.00
16-10-2023,243.45,242.85,245.00,241.00,6936948.00
17-10-2023,245.95,244.85,247.20,243.30,10084205.00
18-10-2023,242.00,245.90,246.80,241.60,6987265.00
19-10-2023,239.50,240.20,241.80,238.50,11485237.00
20-10-2023,241.00,238.95,242.15,237.55,9040953.00
23-10-2023,236.55,240.80,240.90,235.00,7058625.00
25-10-2023,232.05,236.00,236.30,228.35,23949207.00
26-10-2023,231.65,230.85,233.30,227.75,17410264.00
30-10-2023,234.60,237.45,238.40,230.65,8812268.00
31-10-2023,235.80,234.50,237.20,233.55,6583581.00
01-11-2023,232.60,236.70,236.70,232.10,6718059.00
02-11-2023,235.25,234.20,235.70,233.75,6057787.00
03-11-2023,234.35,233.30,235.25,233.30,6825146.00
06-11-2023,235.85,235.35,237.20,234.55,5338605.00
08-11-2023,236.70,239.85,240.90,235.95,9777991.00
09-11-2023,237.95,237.20,239.70,236.00,13987058.00
10-11-2023,242.75,237.85,243.25,235.80,9589671.00
13-11-2023,245.70,244.95,250.60,243.30,18792969.00
15-11-2023,247.30,248.95,248.95,245.95,10965645.00
16-11-2023,252.35,248.80,254.25,247.65,22145147.00
17-11-2023,251.60,253.00,253.10,251.00,5618928.00
20-11-2023,251.05,251.00,255.40,250.30,6283832.00
21-11-2023,250.00,252.60,252.80,247.30,6851869.00
22-11-2023,253.65,250.80,254.00,249.35,5275418.00
24-11-2023,253.90,253.30,256.85,253.00,7149443.00
29-11-2023,258.40,259.55,259.55,256.10,8637363.00
30-11-2023,261.30,257.95,261.65,256.00,21687673.00
01-12-2023,268.95,262.35,275.45,261.75,29121320.00
04-12-2023,274.80,276.00,279.00,273.25,20464526.00
05-12-2023,285.45,275.20,286.55,272.80,18883076.00
06-12-2023,281.10,288.00,288.25,278.95,13415314.00
07-12-2023,283.80,281.85,288.25,281.30,25133786.00
11-12-2023,287.30,286.05,288.50,284.40,8071675.00
12-12-2023,283.40,287.45,288.60,280.85,8640883.00
13-12-2023,294.05,284.75,294.90,284.50,23629670.00
15-12-2023,305.10,298.00,307.00,295.00,28843558.00
18-12-2023,303.20,306.00,306.55,301.75,13307504.00
19-12-2023,309.65,305.00,312.50,302.50,15650536.00
20-12-2023,297.65,312.50,313.35,295.15,23497233.00
21-12-2023,301.95,295.80,303.15,293.20,17868637.00
22-12-2023,302.80,304.00,308.95,299.60,15207726.00
26-12-2023,309.60,306.45,310.70,304.60,9917180.00
27-12-2023,306.05,311.60,312.25,303.55,12630732.00
28-12-2023,313.90,309.10,315.50,307.75,37591916.00
29-12-2023,311.15,314.35,314.35,308.15,12682889.00
01-01-2024,309.75,312.00,313.30,307.80,8024960.00
02-01-2024,306.00,310.80,310.80,302.05,13506040.00
03-01-2024,306.20,307.20,308.00,303.30,14259987.00
04-01-2024,317.10,310.90,321.75,308.60,40057506.00
05-01-2024,314.95,322.90,325.65,312.70,27456415.00
08-01-2024,316.45,316.45,318.35,312.60,10136462.00
09-01-2024,319.75,317.85,321.45,316.05,12229517.00
10-01-2024,313.35,319.65,319.75,308.00,14455000.00
11-01-2024,312.90,314.95,317.30,312.35,10316319.00
12-01-2024,312.65,315.20,315.30,309.70,12341629.00
15-01-2024,317.30,314.90,318.00,309.60,9706124.00
17-01-2024,309.30,309.75,314.10,307.10,13502940.00
18-01-2024,299.30,308.95,311.30,296.55,32481018.00
19-01-2024,308.45,303.80,309.45,301.70,28651237.00
23-01-2024,302.60,313.45,315.30,300.30,21652362.00
24-01-2024,308.85,302.95,310.70,298.25,23922028.00
25-01-2024,314.75,310.00,317.20,309.20,32525422.00
29-01-2024,324.55,317.80,325.75,316.15,24694773.00
30-01-2024,315.45,321.85,323.95,314.50,20918448.00
31-01-2024,317.50,318.55,320.00,312.60,20931224.00
01-02-2024,322.00,320.05,326.95,317.10,24020951.00
02-02-2024,332.50,324.00,333.70,323.10,32346639.00
05-02-2024,336.10,338.00,341.05,333.05,19651482.00
06-02-2024,334.20,336.00,336.00,329.00,12024661.00
07-02-2024,330.70,337.90,337.90,329.65,8080437.00
08-02-2024,330.90,333.95,335.25,328.00,17754869.00
09-02-2024,324.90,332.95,335.00,319.60,18304439.00
12-02-2024,316.15,326.15,326.70,314.50,11714289.00
13-02-2024,321.55,318.55,323.95,315.90,15426888.00
14-02-2024,328.00,320.90,329.35,318.35,14085723.00
15-02-2024,339.25,331.00,340.90,330.15,21973316.00
16-02-2024,337.75,341.90,342.95,336.80,20307449.00
19-02-2024,338.75,340.40,341.90,337.50,8496898.00
20-02-2024,345.70,340.60,346.50,337.80,19340526.00
