Date,close,Open,High,Low,Volume
21-02-2024,336.10,347.00,348.05,334.70,17751633.00
22-02-2024,339.55,339.00,340.25,330.60,16083122.00
23-02-2024,337.75,340.00,340.00,334.85,9665454.00
26-02-2024,337.60,338.00,338.50,334.55,7711995.00
27-02-2024,336.10,336.10,338.00,334.10,8882923.00
28-02-2024,333.30,335.70,336.50,331.80,12977628.00
29-02-2024,335.60,333.30,336.00,330.60,13149469.00
01-03-2024,343.50,335.60,344.35,335.00,13027254.00
04-03-2024,353.85,348.00,358.30,345.75,38075510.00
06-03-2024,351.95,359.45,359.45,345.00,13120921.00
07-03-2024,352.20,352.00,353.90,349.70,9172926.00
11-03-2024,347.95,352.25,353.15,346.70,10664917.00
12-03-2024,344.75,348.00,349.45,342.55,9637912.00
13-03-2024,322.50,343.85,344.50,319.50,23722232.00
14-03-2024,321.85,321.05,326.95,316.50,20859127.00
15-03-2024,316.30,322.65,326.05,305.75,43285007.00
18-03-2024,317.15,317.10,322.90,314.95,13690352.00
19-03-2024,313.45,314.30,317.90,310.10,13388060.00
20-03-2024,313.65,316.00,317.45,308.30,10026655.00
21-03-2024,325.00,317.25,326.35,317.00,23370426.00
22-03-2024,324.75,324.50,327.25,321.15,14709219.00
26-03-2024,329.10,320.10,330.30,320.10,11208959.00
27-03-2024,331.60,332.00,334.10,326.30,45209520.00
28-03-2024,335.80,331.90,340.00,330.30,19868037.00
01-04-2024,342.35,339.00,344.40,336.15,8580656.00
03-04-2024,351.25,344.35,354.10,342.00,21679943.00
04-04-2024,354.65,355.00,362.70,352.65,28962927.00
05-04-2024,354.55,356.40,358.20,351.55,11208130.00
08-04-2024,363.50,355.60,366.00,353.25,11447140.00
10-04-2024,362.50,364.10,368.35,361.35,12886638.00
12-04-2024,361.75,362.50,374.50,361.00,30924494.00
15-04-2024,361.15,355.50,366.00,352.80,18126999.00
16-04-2024,359.25,361.00,361.95,354.60,15328939.00
18-04-2024,351.15,359.55,361.25,349.20,22966560.00
19-04-2024,350.55,343.10,352.40,343.00,12867942.00
22-04-2024,342.90,355.00,355.00,341.90,37382916.00
23-04-2024,347.15,346.00,348.65,344.00,14651106.00
25-04-2024,359.20,351.00,360.60,349.10,19865014.00
26-04-2024,356.00,360.70,361.40,355.00,10986589.00
29-04-2024,363.00,359.70,363.65,356.95,13652173.00
30-04-2024,363.20,364.95,365.45,359.30,14566548.00
02-05-2024,369.05,363.20,372.60,363.20,27892188.00
03-05-2024,364.95,372.30,380.40,360.35,26844664.00
06-05-2024,356.80,367.80,368.85,354.40,15319437.00
07-05-2024,349.15,358.25,358.45,346.85,10028071.00
08-05-2024,355.45,345.20,358.50,345.20,9595776.00
09-05-2024,346.05,356.50,358.00,344.85,9043486.00
10-05-2024,355.50,347.65,356.35,347.55,11699095.00
13-05-2024,350.90,355.50,356.00,346.50,10691781.00
14-05-2024,355.80,350.55,357.25,350.30,10891985.00
15-05-2024,361.35,357.50,363.50,356.65,8538183.00
16-05-2024,361.45,363.85,363.85,353.05,13114162.00
17-05-2024,365.45,362.45,366.50,360.35,8509179.00
21-05-2024,372.00,367.00,374.10,365.35,10939593.00
22-05-2024,373.85,375.00,377.35,370.60,14001806.00
23-05-2024,372.30,375.05,375.60,369.50,15370357.00
24-05-2024,374.95,373.00,378.15,368.70,13317821.00
27-05-2024,369.65,379.95,380.50,368.00,21891930.00
28-05-2024,365.40,372.60,373.25,364.10,10200096.00
29-05-2024,364.60,361.50,366.35,360.00,18146672.00
30-05-2024,359.70,364.00,364.80,357.15,14425073.00
31-05-2024,359.00,363.45,366.65,355.50,30515612.00
04-06-2024,331.25,391.90,391.90,313.95,84042244.00
05-06-2024,341.00,340.00,342.25,315.30,46418629.00
06-06-2024,349.75,347.80,359.75,345.00,33171039.00
07-06-2024,360.60,352.00,362.00,347.70,23930193.00
10-06-2024,364.90,365.00,370.10,361.80,16072588.00
11-06-2024,367.40,368.75,371.95,364.90,11235777.00
12-06-2024,371.30,369.55,374.00,365.40,12134524.00
13-06-2024,369.95,376.40,376.40,367.95,11243702.00
14-06-2024,368.45,370.00,370.85,366.10,10298434.00
18-06-2024,369.65,371.80,372.25,368.70,10228382.00
19-06-2024,362.50,369.80,370.90,361.55,8337334.00
20-06-2024,357.65,362.50,364.90,357.05,14338604.00
21-06-2024,359.80,359.95,362.95,356.75,17931844.00
24-06-2024,362.75,357.60,364.65,355.55,9335598.00
25-06-2024,360.85,364.25,364.70,357.75,14983828.00
26-06-2024,365.05,363.00,366.90,359.65,15918394.00
27-06-2024,377.15,365.05,381.10,364.10,55378829.00
28-06-2024,378.35,377.95,389.50,376.70,25141039.00
01-07-2024,369.75,381.75,382.00,367.80,23389211.00
02-07-2024,370.40,372.60,372.60,365.15,13702830.00
03-07-2024,372.65,370.55,374.25,368.65,9207317.00
04-07-2024,372.95,373.90,380.85,371.75,14916930.00
05-07-2024,379.80,374.35,381.25,371.00,15946104.00
08-07-2024,377.45,380.85,381.25,376.15,8898299.00
09-07-2024,377.05,379.20,380.25,375.05,8355819.00
10-07-2024,381.40,378.80,383.80,370.00,17715196.00
11-07-2024,377.10,382.40,383.30,374.60,19873143.00
12-07-2024,377.15,378.95,379.40,372.00,16151583.00
15-07-2024,385.65,378.60,388.95,376.90,22951140.00
16-07-2024,380.45,386.65,388.75,380.00,11893034.00
18-07-2024,377.75,382.90,382.90,374.20,15709153.00
19-07-2024,364.65,377.75,378.00,362.90,13330099.00
22-07-2024,373.50,364.75,377.25,362.35,18715538.00
23-07-2024,382.45,376.70,385.65,361.55,49882257.00
24-07-2024,392.60,384.10,395.00,381.70,36868466.00
25-07-2024,392.15,390.95,396.30,386.25,25973101.00
26-07-2024,396.30,394.95,399.50,389.70,20381410.00
29-07-2024,393.90,404.00,408.30,392.65,27751449.00
30-07-2024,406.95,397.00,412.70,397.00,34447139.00
31-07-2024,416.00,409.50,417.40,408.55,29727771.00
01-08-2024,423.45,419.90,424.35,415.60,28803487.00
02-08-2024,419.70,416.25,426.30,413.35,24233263.00
05-08-2024,413.25,407.65,415.65,404.65,42489503.00
06-08-2024,415.00,413.25,424.95,413.25,18230579.00
07-08-2024,416.30,421.00,421.00,415.00,15556736.00
08-08-2024,407.70,416.35,417.00,405.80,16447385.00
09-08-2024,410.65,413.80,416.35,408.20,10954753.00
12-08-2024,400.85,410.00,410.00,400.10,26254763.00
13-08-2024,396.20,403.00,404.50,395.00,11355664.00
14-08-2024,396.35,398.90,400.00,393.65,9424614.00
16-08-2024,398.05,398.05,400.95,393.30,13844122.00
19-08-2024,403.10,402.30,407.50,401.45,10677045.00
20-08-2024,406.25,404.55,408.20,403.10,10126083.00
21-08-2024,408.95,407.50,409.70,405.20,9726854.00
22-08-2024,403.35,409.80,410.05,402.25,10445288.00
23-08-2024,401.95,403.35,405.90,399.55,11513586.00
26-08-2024,414.85,402.45,415.95,401.95,13772637.00
27-08-2024,409.65,415.50,416.20,409.10,8441188.00
28-08-2024,409.05,410.05,414.40,407.35,15884745.00
29-08-2024,409.90,409.05,412.60,403.75,19014705.00
30-08-2024,416.20,412.70,419.20,411.50,22633988.00
02-09-2024,410.00,417.80,419.10,407.70,11107165.00
05-09-2024,403.25,405.35,408.40,401.85,14246871.00
06-09-2024,394.80,403.25,404.65,392.70,17956121.00
09-09-2024,389.85,391.20,392.75,385.30,12293356.00
10-09-2024,396.30,390.10,399.40,389.75,15852309.00
11-09-2024,389.65,399.00,399.30,387.50,11492592.00
13-09-2024,401.40,404.85,407.30,399.35,12017217.00
16-09-2024,411.10,402.45,412.00,402.00,11479712.00
17-09-2024,416.30,411.85,417.65,410.10,14432501.00
20-09-2024,423.95,428.05,429.85,416.55,36084164.00
23-09-2024,428.35,427.50,430.50,425.00,14139629.00
24-09-2024,428.10,431.45,431.45,427.00,12539885.00
25-09-2024,436.10,428.10,437.00,425.65,19443168.00
26-09-2024,434.60,437.95,437.95,430.55,20041825.00
30-09-2024,443.20,436.90,448.45,433.60,20903229.00
01-10-2024,440.10,446.00,447.75,438.80,15984996.00
03-10-2024,435.35,432.00,442.50,432.00,13563784.00
04-10-2024,430.45,432.90,439.35,426.30,18347292.00
