Date,Close,Open,High,Low,volume
29-03-2022,1746.65,1748.70,1754.10,1733.00,2071779.00
30-03-2022,1773.60,1766.90,1777.05,1754.10,1712835.00
31-03-2022,1767.65,1779.95,1781.35,1758.00,1401916.00
01-04-2022,1790.10,1759.00,1794.00,1759.00,2050573.00
04-04-2022,1826.35,1784.00,1829.85,1776.60,1955281.00
05-04-2022,1836.05,1840.00,1845.00,1827.00,1718581.00
06-04-2022,1852.80,1833.00,1858.00,1827.70,2245496.00
07-04-2022,1826.30,1849.90,1855.85,1810.15,2003954.00
08-04-2022,1830.75,1835.40,1838.90,1818.05,1903321.00
11-04-2022,1781.50,1820.25,1829.75,1779.00,2262446.00
12-04-2022,1747.70,1780.00,1781.50,1733.60,4215141.00
13-04-2022,1760.80,1754.20,1772.85,1747.10,1673417.00
18-04-2022,1738.35,1746.30,1749.95,1715.00,1808707.00
19-04-2022,1705.75,1748.30,1760.75,1687.00,2737766.00
20-04-2022,1691.60,1709.95,1712.40,1671.35,3832617.00
21-04-2022,1714.50,1702.95,1725.80,1700.00,1797489.00
22-04-2022,1694.35,1701.00,1716.40,1690.40,1474689.00
25-04-2022,1657.35,1675.00,1675.00,1652.00,1964344.00
26-04-2022,1699.95,1680.00,1703.10,1664.00,2440990.00
27-04-2022,1677.05,1675.00,1691.60,1666.70,1346726.00
28-04-2022,1719.25,1690.00,1731.00,1680.00,3117433.00
29-04-2022,1694.35,1731.00,1739.00,1687.15,2404830.00
02-05-2022,1679.45,1668.60,1685.95,1655.05,1399802.00
04-05-2022,1633.95,1679.50,1681.90,1625.05,1777673.00
05-05-2022,1637.65,1650.70,1671.20,1633.00,1707752.00
06-05-2022,1622.45,1616.00,1633.00,1612.10,1439520.00
09-05-2022,1616.15,1607.55,1629.85,1591.25,1400010.00
10-05-2022,1607.95,1611.00,1629.60,1601.00,1176030.00
11-05-2022,1570.80,1600.50,1609.00,1557.35,2988788.00
12-05-2022,1526.15,1550.00,1554.95,1513.10,3407191.00
13-05-2022,1534.50,1530.00,1574.90,1502.00,4328846.00
16-05-2022,1542.90,1550.00,1567.50,1539.45,1775914.00
